DATE,TMHSI,TMHI,DthMHSI,DthMHI,SpdMHSI,SpdMHI
10-7-2021-8:50:17,54.6652,120.5162,338.4466,1110.389,-135.3179,-443.9563
10-7-2021-8:50:18,52.40162,115.5259,336.1669,1102.91,-135.8714,-445.7722
10-7-2021-8:50:19,57.30613,126.3385,333.8926,1095.448,-138.118,-453.143
10-7-2021-8:50:20,56.8031,125.2295,331.6102,1087.96,-136.9784,-449.4042
10-7-2021-8:50:21,52.40162,115.5259,329.3047,1080.396,-137.6947,-451.7544
10-7-2021-8:50:22,52.40162,115.5259,327.0193,1072.898,-133.6899,-438.6151
10-7-2021-8:50:23,55.04249,121.348,324.6109,1064.996,-135.2527,-443.7426
10-7-2021-8:50:24,54.41371,119.9618,322.3282,1057.507,-134.4388,-441.072
10-7-2021-8:50:25,53.28189,117.4666,320.0545,1050.047,-133.755,-438.8288
10-7-2021-8:50:26,56.55155,124.6749,317.7604,1042.521,-133.3317,-437.4401
10-7-2021-8:50:27,56.8031,125.2295,315.584,1035.381,-125.6477,-412.2298
10-7-2021-8:50:28,55.79702,123.0115,313.5664,1028.761,-119.1683,-390.972
10-7-2021-8:50:29,56.30006,124.1205,311.5163,1022.035,-121.4149,-398.3429
10-7-2021-8:50:30,58.68945,129.3882,309.4083,1015.119,-125.7128,-412.4435
10-7-2021-8:50:31,53.40763,117.7438,307.2963,1008.19,-122.001,-400.2657
10-7-2021-8:50:32,55.29398,121.9025,305.2293,1001.408,-121.2195,-397.7019
10-7-2021-8:50:33,49.2577,108.5947,303.0464,994.2468,-121.4475,-398.4497
10-7-2021-8:50:34,45.48495,100.2772,301.2456,988.3386,-103.5071,-339.5902
10-7-2021-8:50:35,51.01825,112.4761,299.4988,982.6075,-105.9491,-347.6019
10-7-2021-8:50:36,54.791,120.7936,297.6657,976.5934,-109.6283,-359.6729
10-7-2021-8:50:37,50.8925,112.1989,295.7498,970.3077,-114.3495,-375.1623
10-7-2021-8:50:38,53.28189,117.4666,293.8133,963.9545,-113.6331,-372.8122
10-7-2021-8:50:39,50.76676,111.9216,291.8394,957.4783,-113.3727,-371.9576
10-7-2021-8:50:40,52.65311,116.0803,289.6883,950.4209,-121.8382,-399.7315
10-7-2021-8:50:41,57.68337,127.1702,287.4579,943.1035,-131.8665,-432.633
10-7-2021-8:50:42,55.79702,123.0115,285.2447,935.8422,-128.1222,-420.3484
10-7-2021-8:50:43,56.17431,123.8433,283.1072,928.8293,-126.2337,-414.1526
10-7-2021-8:50:44,53.15614,117.1893,280.9669,921.8074,-124.9965,-410.0934
10-7-2021-8:50:45,54.41371,119.9618,278.8226,914.7723,-126.3314,-414.4731
10-7-2021-8:50:46,53.65918,118.2983,276.6633,907.6881,-127.3082,-417.6778
10-7-2021-8:50:48,54.6652,120.5162,274.5326,900.6974,-124.8988,-409.7729
10-7-2021-8:50:49,51.26979,113.0306,272.3774,893.6266,-124.3453,-407.9569
10-7-2021-8:50:50,47.87433,105.5449,270.2534,886.6583,-127.8291,-419.387
10-7-2021-8:50:51,51.26979,113.0306,268.1145,879.6409,-130.8572,-429.3215
10-7-2021-8:50:52,57.68337,127.1702,265.999,872.7,-126.8198,-416.0755
10-7-2021-8:50:53,52.65311,116.0803,263.8557,865.6684,-126.1686,-413.939
10-7-2021-8:50:54,52.90465,116.6349,261.6411,858.4026,-123.6615,-405.7136
10-7-2021-8:50:55,40.20319,88.63293,259.5174,851.4351,-124.6709,-409.0251
10-7-2021-8:50:56,51.77283,114.1396,257.8555,845.9827,-98.1022,-321.8576
10-7-2021-8:50:57,53.91067,118.8528,256.3673,841.1,-82.73405,-271.4372
10-7-2021-8:50:58,44.60467,98.33655,254.6115,835.3396,-103.6048,-339.9107
10-7-2021-8:50:59,45.73649,100.8318,252.6373,828.8625,-114.4471,-375.4827
10-7-2021-8:51:00,52.27587,115.2487,250.534,821.9618,-126.1686,-413.939
10-7-2021-8:51:01,47.1198,103.8815,248.4645,815.1723,-121.6428,-399.0906
10-7-2021-8:51:02,51.01825,112.4761,246.4152,808.4487,-120.6986,-395.9928
10-7-2021-8:51:03,51.77283,114.1396,244.2659,801.3975,-119.9823,-393.6426
10-7-2021-8:51:04,57.55762,126.8929,242.0378,794.0872,-129.7176,-425.5827
10-7-2021-8:51:05,56.04857,123.566,239.729,786.5126,-134.9272,-442.6744
10-7-2021-8:51:06,50.51527,111.3672,237.4393,779.0002,-164.8495,-540.8447
10-7-2021-8:51:07,51.77283,114.1396,235.1376,771.4488,-137.1412,-449.9384
10-7-2021-8:51:08,51.89858,114.4169,232.844,763.924,-138.8017,-455.3863
10-7-2021-8:51:09,47.1198,103.8815,230.5288,756.328,-143.6531,-471.3029
10-7-2021-8:51:10,48.62892,107.2085,228.2436,748.8308,-136.6528,-448.336
10-7-2021-8:51:11,50.01223,110.2582,225.9151,741.1912,-134.862,-442.4608
10-7-2021-8:51:12,52.65311,116.0803,223.6003,733.5969,-138.0854,-453.0362
10-7-2021-8:51:13,49.76068,109.7036,221.2921,726.0241,-134.8946,-442.5675
10-7-2021-8:51:14,49.50919,109.1492,219.0035,718.5153,-135.8063,-445.5586
10-7-2021-8:51:15,53.65918,118.2983,216.6874,710.9166,-135.0574,-443.1017
10-7-2021-8:51:16,56.30006,124.1205,214.3857,703.3652,-134.4713,-441.1789
10-7-2021-8:51:17,51.01825,112.4761,212.0813,695.8047,-136.7179,-448.5497
10-7-2021-8:51:18,52.15007,114.9713,209.7769,688.2444,-134.4388,-441.072
10-7-2021-8:51:19,49.38345,108.8719,207.4632,680.6537,-136.5877,-448.1224
10-7-2021-8:51:20,51.52129,113.5851,205.1586,673.0924,-134.9597,-442.7812
10-7-2021-8:51:21,50.26372,110.8126,202.8642,665.5649,-136.1319,-446.6268
10-7-2021-8:51:22,50.76676,111.9216,200.5511,657.9761,-134.9272,-442.6744
10-7-2021-8:51:23,50.51527,111.3672,198.2372,650.3845,-207.2096,-679.8214
10-7-2021-8:51:24,49.50919,109.1492,195.8028,642.3977,-134.8946,-442.5675
10-7-2021-8:51:25,52.15007,114.9713,193.4729,634.7537,-134.7644,-442.1403
10-7-2021-8:51:27,50.76676,111.9216,191.1715,627.2031,-136.2621,-447.0541
10-7-2021-8:51:28,49.88648,109.981,188.8565,619.6079,-134.3411,-440.7516
10-7-2021-8:51:29,32.02901,70.61194,186.8972,613.1799,-108.2608,-355.1864
10-7-2021-8:51:30,46.11378,101.6636,184.9803,606.8907,-112.4936,-369.0734
10-7-2021-8:51:31,48.00013,105.8223,182.9979,600.3869,-115.0983,-377.6192
10-7-2021-8:51:32,46.36528,102.218,181.0113,593.869,-115.4565,-378.7943
10-7-2021-8:51:33,46.49102,102.4952,179.0116,587.3082,-115.717,-379.6488
10-7-2021-8:51:34,44.47893,98.05933,177.0279,580.8,-115.5867,-379.2216
10-7-2021-8:51:35,44.60467,98.33655,175.0298,574.2447,-117.8008,-386.4855
10-7-2021-8:51:36,42.59258,93.90063,172.9408,567.3911,-122.3591,-401.4407
10-7-2021-8:51:37,47.4971,104.7133,170.7845,560.3167,-126.364,-414.5799
10-7-2021-8:51:38,43.97589,96.95032,168.6207,553.2175,-127.3082,-417.6778
10-7-2021-8:51:39,50.76676,111.9216,166.4639,546.1414,-189.7576,-622.5643
10-7-2021-8:51:40,47.1198,103.8815,164.3195,539.1061,-125.3546,-411.2684
10-7-2021-8:51:41,44.98196,99.16833,162.1736,532.0656,-127.8943,-419.6006
10-7-2021-8:51:42,50.38947,111.0898,160.1115,525.3002,-122.5545,-402.0817
10-7-2021-8:51:43,39.32286,86.69214,158.4512,519.8531,-99.04643,-324.9555
10-7-2021-8:51:44,35.42442,78.09753,156.7345,514.2208,-101.7163,-333.715
10-7-2021-8:51:45,44.73042,98.61377,155.0243,508.61,-97.25565,-319.0802
10-7-2021-8:51:46,41.20927,90.85095,153.5087,503.6374,-90.25533,-296.1133
10-7-2021-8:51:47,42.21529,93.06885,152.0666,498.906,-84.16668,-276.1374
10-7-2021-8:51:48,39.57441,87.2467,150.7389,494.5503,-80.78047,-265.0278
10-7-2021-8:51:49,37.18502,81.979,149.6875,491.1008,-60.1051,-197.1952
10-7-2021-8:51:50,43.7244,96.39587,148.6453,487.6816,-62.84011,-206.1683
10-7-2021-8:51:51,46.36528,102.218,147.7188,484.6416,-51.73727,-169.7417
10-7-2021-8:51:52,45.73649,100.8318,146.819,481.6897,-54.049,-177.3261
10-7-2021-8:51:53,45.10771,99.44556,145.874,478.5892,-53.49549,-175.5101
10-7-2021-8:51:54,40.83197,90.01917,145.0177,475.7797,-51.96519,-170.4895
10-7-2021-8:51:55,39.32286,86.69214,144.1871,473.0548,-49.45809,-162.2641
10-7-2021-8:51:56,38.1911,84.19702,143.4458,470.6228,-42.68569,-140.0449
10-7-2021-8:51:57,37.68806,83.08801,142.8324,468.6101,-66.09608,-216.8506
10-7-2021-8:51:58,39.57441,87.2467,141.9958,465.8657,-43.07641,-141.3268
10-7-2021-8:51:59,40.83197,90.01917,140.9084,462.2978,-61.11445,-200.5067
10-7-2021-8:52:00,37.18502,81.979,139.6605,458.2038,-72.34753,-237.3606
10-7-2021-8:52:01,41.46076,91.4054,138.1875,453.3709,-82.70149,-271.3304
10-7-2021-8:52:02,43.97589,96.95032,136.5931,448.1402,-93.60898,-307.1161
10-7-2021-8:52:03,41.5865,91.68262,134.9092,442.6156,-96.79981,-317.5847
10-7-2021-8:52:04,43.22136,95.28687,133.0905,436.6487,-106.5026,-349.4179
10-7-2021-8:52:05,44.60467,98.33655,131.1958,430.4325,-109.2376,-358.3911
10-7-2021-8:52:06,44.98196,99.16833,129.4105,424.575,-114.0564,-374.2009
10-7-2021-8:52:07,46.99406,103.6042,128.0522,420.1187,-75.86397,-248.8975
10-7-2021-8:52:08,51.77283,114.1396,126.8307,416.1111,-71.30561,-233.9423
10-7-2021-8:52:10,39.70015,87.52393,125.6089,412.1025,-71.20794,-233.6218
10-7-2021-8:52:11,41.5865,91.68262,124.3919,408.11,-70.52419,-231.3786
10-7-2021-8:52:12,39.19712,86.41492,123.1397,404.0018,-71.11025,-233.3014
10-7-2021-8:52:13,39.32286,86.69214,121.9231,400.0102,-71.4033,-234.2628
10-7-2021-8:52:14,37.93955,83.64246,120.8638,396.5349,-100.3488,-329.2284
10-7-2021-8:52:15,46.86831,103.327,119.5205,392.1275,-81.52934,-267.4847
10-7-2021-8:52:16,41.96379,92.5144,118.198,387.7888,-76.90587,-252.3158
10-7-2021-8:52:17,36.80773,81.14722,117.0622,384.0624,-62.44939,-204.8864
10-7-2021-8:52:18,37.8138,83.36523,115.9815,380.5168,-64.07738,-210.2276
10-7-2021-8:52:19,38.1911,84.19702,114.8731,376.8803,-65.31464,-214.2869
10-7-2021-8:52:20,39.19712,86.41492,113.759,373.2252,-66.03096,-216.637
10-7-2021-8:52:21,38.1911,84.19702,112.6186,369.4837,-65.08672,-213.5391
10-7-2021-8:52:22,40.07745,88.35571,111.4023,365.493,-71.56609,-234.7969
10-7-2021-8:52:23,38.1911,84.19702,110.1748,361.4658,-71.85912,-235.7583
10-7-2021-8:52:24,37.8138,83.36523,108.9332,357.3923,-72.41264,-237.5743
10-7-2021-8:52:25,36.55624,80.59277,107.7002,353.3472,-73.55223,-241.3131
10-7-2021-8:52:26,38.94563,85.86047,106.4706,349.3129,-72.73824,-238.6425
10-7-2021-8:52:27,37.56231,82.81079,105.2404,345.2768,-72.51032,-237.8948
10-7-2021-8:52:28,37.31076,82.25623,104.0058,341.2264,-72.7708,-238.7493
10-7-2021-8:52:29,36.80773,81.14722,102.7577,337.1315,-109.9213,-360.6343
10-7-2021-8:52:30,34.79564,76.7113,101.5161,333.058,-74.20342,-243.4495
10-7-2021-8:52:31,35.80171,78.92932,100.2848,329.0183,-72.7708,-238.7493
10-7-2021-8:52:32,35.55016,78.37476,99.05946,324.9982,-72.7708,-238.7493
10-7-2021-8:52:33,36.17894,79.76099,97.83385,320.9772,-72.64056,-238.322
10-7-2021-8:52:34,34.79564,76.7113,96.6031,316.9393,-72.34753,-237.3606
10-7-2021-8:52:35,34.54414,76.15686,95.36149,312.8658,-72.18472,-236.8265
10-7-2021-8:52:36,36.0532,79.48376,94.12368,308.8047,-72.08704,-236.506
10-7-2021-8:52:37,36.17894,79.76099,92.84219,304.6003,-72.08704,-236.506
10-7-2021-8:52:38,33.78956,74.49329,91.57047,300.428,-72.18472,-236.8265
10-7-2021-8:52:39,38.94563,85.86047,90.11234,295.6441,-85.17603,-279.4489
10-7-2021-8:52:40,36.55624,80.59277,88.67184,290.9181,-82.37589,-270.2621
10-7-2021-8:52:41,38.0653,83.91968,87.27531,286.3363,-80.91071,-265.4551
10-7-2021-8:52:42,36.17894,79.76099,85.88963,281.7901,-80.45488,-263.9596
10-7-2021-8:52:43,38.69408,85.30591,84.49445,277.2127,-80.97583,-265.6687
10-7-2021-8:52:44,39.19712,86.41492,83.06127,272.5107,-83.22245,-273.0395
10-7-2021-8:52:45,36.0532,79.48376,81.4181,267.1198,-133.5596,-438.1878
10-7-2021-8:52:47,40.07745,88.35571,79.85578,261.994,-90.41813,-296.6474
10-7-2021-8:52:48,35.67596,78.6521,78.29726,256.8808,-90.93907,-298.3565
10-7-2021-8:52:49,37.18502,81.979,76.75528,251.8218,-89.01806,-292.054
10-7-2021-8:52:50,38.31684,84.47424,75.257,246.9062,-88.88783,-291.6267
10-7-2021-8:52:51,37.31076,82.25623,73.76061,241.9967,-89.01806,-292.054
10-7-2021-8:52:52,36.68198,80.87,72.25826,237.0678,-88.43199,-290.1312
10-7-2021-8:52:53,37.05928,81.70178,70.76811,232.1788,-88.52967,-290.4517
10-7-2021-8:52:54,38.94563,85.86047,69.25083,227.2009,-88.13895,-289.1698
10-7-2021-8:52:55,35.17292,77.54309,67.69014,222.0805,-89.3111,-293.0154
10-7-2021-8:52:56,36.30474,80.03833,66.20732,217.2156,-87.58543,-287.3538
10-7-2021-8:52:57,36.17894,79.76099,64.71935,212.3338,-89.24598,-292.8018
10-7-2021-8:52:58,35.80171,78.92932,63.22241,207.4226,-89.1483,-292.4813
10-7-2021-8:52:59,36.80773,81.14722,61.72874,202.5221,-87.618,-287.4606
10-7-2021-8:53:00,34.79564,76.7113,60.23588,197.6243,-88.72502,-291.0926
10-7-2021-8:53:01,36.68198,80.87,58.73054,192.6855,-88.56223,-290.5585
10-7-2021-8:53:02,29.76537,65.62146,57.72282,189.3793,-56.84914,-186.5129
10-7-2021-8:53:03,31.65172,69.78015,56.39059,185.0085,-104.5164,-342.9017
10-7-2021-8:53:04,32.78354,72.27539,55.12049,180.8415,-74.65926,-244.9451
10-7-2021-8:53:05,32.40625,71.4436,53.84686,176.6629,-73.51967,-241.2063
10-7-2021-8:53:06,31.90321,70.33459,52.58789,172.5325,-75.57093,-247.9361
10-7-2021-8:53:07,34.0411,75.04785,51.12786,167.7423,-89.37621,-293.229
10-7-2021-8:53:08,34.0411,75.04785,49.63934,162.8587,-88.62734,-290.7721
10-7-2021-8:53:09,33.16077,73.10706,48.17389,158.0508,-85.79466,-281.4785
10-7-2021-8:53:10,31.90321,70.33459,46.73665,153.3355,-84.98067,-278.808
10-7-2021-8:53:11,34.29259,75.60229,45.28856,148.5845,-86.21793,-282.8672
10-7-2021-8:53:12,33.41232,73.66162,43.85132,143.8692,-86.77145,-284.6832
10-7-2021-8:53:13,35.04718,77.26587,42.41246,139.1485,-86.05513,-282.3331
10-7-2021-8:53:14,31.90321,70.33459,41.24818,135.3287,-57.40265,-188.3289
10-7-2021-8:53:15,40.45468,89.18738,40.12135,131.6317,-67.85429,-222.6191
10-7-2021-8:53:16,32.65779,71.99817,39.05176,128.1226,-63.45874,-208.198
10-7-2021-8:53:17,34.16685,75.32507,37.75101,123.855,-77.65475,-254.7728
10-7-2021-8:53:18,33.66381,74.21606,36.37943,119.3551,-82.79917,-271.6508
10-7-2021-8:53:20,32.78354,72.27539,34.75335,114.0202,-107.0887,-351.3407
10-7-2021-8:53:21,34.16685,75.32507,33.28138,109.1909,-83.35269,-273.4668
10-7-2021-8:53:22,29.26233,64.51245,31.54595,103.4972,-103.9304,-340.9789
10-7-2021-8:53:23,34.16685,75.32507,30.30841,99.43705,-71.69633,-235.2242
10-7-2021-8:53:24,32.2805,71.16638,28.66768,94.05406,-97.9394,-321.3235
10-7-2021-8:53:25,35.55016,78.37476,27.12001,88.97641,-92.79498,-304.4455
10-7-2021-8:53:26,30.89719,68.1167,25.87352,84.88687,-71.82657,-235.6515
10-7-2021-8:53:27,28.38206,62.57178,24.75998,81.23353,-61.08189,-200.3999
10-7-2021-8:53:28,33.28658,73.3844,23.72268,77.83032,-59.64926,-195.6997
10-7-2021-8:53:29,33.66381,74.21606,22.65364,74.32297,-62.38427,-204.6728
10-7-2021-8:53:30,33.16077,73.10706,21.63588,70.98386,-63.68666,-208.9457
10-7-2021-8:53:31,29.89112,65.89868,20.96027,68.76729,-48.38363,-158.7389
10-7-2021-8:53:32,27.87902,61.46277,20.94182,68.70676,-1.725661,-5.661617
10-7-2021-8:53:33,25.11234,55.36328,20.89108,68.54029,-5.828176,-19.12131
10-7-2021-8:53:34,29.63962,65.34424,20.66181,67.78808,-13.90297,-45.61341
10-7-2021-8:53:35,32.02901,70.61194,20.38261,66.87207,-20.70793,-67.93941
10-7-2021-8:53:36,31.02294,68.39392,20.09744,65.93648,-16.5403,-54.26607
10-7-2021-8:53:37,31.14868,68.67114,19.83886,65.08813,-15.8891,-52.12961
10-7-2021-8:53:38,30.5199,67.28491,19.56672,64.19527,-16.27982,-53.41149
10-7-2021-8:53:39,31.27443,68.94836,19.31275,63.36205,-14.45648,-47.4294
10-7-2021-8:53:40,32.15475,70.88916,19.03003,62.43446,-16.41006,-53.83878
