DATE,TMHSI,TMHI,DthMHSI,DthMHI,SpdMHSI,SpdMHI
10-7-2021-8:33:36,30.64564,67.56213,507.75,1665.846,122.1312,400.693
10-7-2021-8:33:37,28.25626,62.29443,509.8249,1672.654,122.8801,403.1499
10-7-2021-8:33:38,27.87902,61.46277,511.8935,1679.44,123.1406,404.0045
10-7-2021-8:33:39,29.76537,65.62146,514.006,1686.371,122.4243,401.6544
10-7-2021-8:33:40,29.63962,65.34424,516.187,1693.527,124.4104,408.1706
10-7-2021-8:33:41,29.26233,64.51245,518.2844,1700.408,121.0568,397.1678
10-7-2021-8:33:42,29.26233,64.51245,520.3571,1707.208,121.187,397.5951
10-7-2021-8:33:43,28.38206,62.57178,522.4729,1714.15,121.6428,399.0906
10-7-2021-8:33:45,30.39415,67.00769,524.9021,1722.12,151.5,497.0473
10-7-2021-8:33:46,30.39415,67.00769,526.9708,1728.907,123.8569,406.3546
10-7-2021-8:33:47,28.63355,63.12622,529.0453,1735.713,121.6428,399.0906
10-7-2021-8:33:48,32.65779,71.99817,531.1406,1742.587,122.1638,400.7998
10-7-2021-8:33:49,29.38808,64.78967,533.2216,1749.415,122.6847,402.5089
10-7-2021-8:33:50,29.38808,64.78967,535.3125,1756.275,123.5964,405.5
10-7-2021-8:33:51,28.25626,62.29443,537.3868,1763.08,122.8801,403.1499
10-7-2021-8:33:52,24.86085,54.80884,539.4633,1769.893,121.6103,398.9838
10-7-2021-8:33:53,32.2805,71.16638,541.5295,1776.672,119.7544,392.8949
10-7-2021-8:33:54,16.81242,37.06506,543.7145,1783.84,120.8939,396.6337
10-7-2021-8:33:55,25.23814,55.64063,545.7609,1790.554,121.7079,399.3043
10-7-2021-8:33:56,24.23207,53.42261,547.8306,1797.344,120.1451,394.1768
10-7-2021-8:33:57,28.63355,63.12622,549.877,1804.058,119.3311,391.5062
10-7-2021-8:33:58,29.26233,64.51245,551.9293,1810.792,119.8846,393.3222
10-7-2021-8:33:59,31.14868,68.67114,553.9827,1817.529,120.3079,394.7109
10-7-2021-8:34:00,33.03503,72.82983,556.0327,1824.254,120.2428,394.4972
10-7-2021-8:34:01,38.0653,83.91968,557.866,1830.269,150.4907,493.7358
10-7-2021-8:34:02,30.89719,68.1167,559.4261,1835.388,93.08801,305.4069
10-7-2021-8:34:03,33.28658,73.3844,561.001,1840.554,93.86945,307.9706
10-7-2021-8:34:04,33.78956,74.49329,562.606,1845.82,95.1067,312.0299
10-7-2021-8:34:05,34.41834,75.87952,564.194,1851.03,93.25081,305.941
10-7-2021-8:34:06,43.22136,95.28687,565.7086,1855.999,89.40878,293.3359
10-7-2021-8:34:07,40.83197,90.01917,567.174,1860.807,87.65055,287.5674
10-7-2021-8:34:08,37.05928,81.70178,568.6316,1865.589,86.2505,282.9741
10-7-2021-8:34:09,34.0411,75.04785,570.0585,1870.271,82.40845,270.3689
10-7-2021-8:34:10,36.93353,81.42456,571.2711,1874.249,71.14281,233.4082
10-7-2021-8:34:11,37.56231,82.81079,572.3931,1877.93,65.1844,213.8596
10-7-2021-8:34:12,37.8138,83.36523,573.4814,1881.501,64.79369,212.5777
10-7-2021-8:34:13,37.93955,83.64246,574.5561,1885.027,63.94714,209.8003
10-7-2021-8:34:14,37.8138,83.36523,575.7139,1888.825,64.72857,212.3641
10-7-2021-8:34:15,34.41834,75.87952,576.87,1892.618,67.13799,220.269
10-7-2021-8:34:16,36.55624,80.59277,578.0085,1896.353,67.0403,219.9485
10-7-2021-8:34:17,32.78354,72.27539,579.1487,1900.094,67.3659,221.0167
10-7-2021-8:34:19,35.67596,78.6521,580.5178,1904.586,92.40426,303.1636
10-7-2021-8:34:20,38.94563,85.86047,581.6766,1908.388,67.33334,220.9099
10-7-2021-8:34:21,29.26233,64.51245,583.128,1913.15,86.83656,284.8969
10-7-2021-8:34:22,36.55624,80.59277,584.5927,1917.955,85.1109,279.2352
10-7-2021-8:34:23,36.17894,79.76099,586.0483,1922.731,84.62251,277.6329
10-7-2021-8:34:24,30.14266,66.45325,587.584,1927.769,88.30174,289.7039
10-7-2021-8:34:25,32.02901,70.61194,589.3241,1933.478,102.4652,336.1719
10-7-2021-8:34:26,37.31076,82.25623,591.1648,1939.517,104.549,343.0085
10-7-2021-8:34:27,34.41834,75.87952,592.9184,1945.27,102.8885,337.5606
10-7-2021-8:34:28,35.04718,77.26587,594.6937,1951.095,104.5816,343.1154
10-7-2021-8:34:29,31.65172,69.78015,596.462,1956.896,104.1583,341.7267
10-7-2021-8:34:30,38.31684,84.47424,598.2261,1962.684,103.2141,338.6288
10-7-2021-8:34:31,30.77144,67.83948,599.8818,1968.116,88.20407,289.3834
10-7-2021-8:34:32,33.66381,74.21606,601.2548,1972.621,77.26402,253.4909
10-7-2021-8:34:33,37.31076,82.25623,602.562,1976.91,76.38493,250.6067
10-7-2021-8:34:34,35.92746,79.20654,603.9764,1981.55,97.97196,321.4303
10-7-2021-8:34:35,33.66381,74.21606,605.2838,1985.839,77.32915,253.7046
10-7-2021-8:34:36,31.14868,68.67114,606.5875,1990.116,76.80819,251.9954
10-7-2021-8:34:37,34.92138,76.98853,607.9192,1994.485,76.64539,251.4613
10-7-2021-8:34:38,34.54414,76.15686,609.3513,1999.184,87.74824,287.8879
10-7-2021-8:34:39,33.66381,74.21606,610.9616,2004.467,96.44166,316.4096
10-7-2021-8:34:40,30.89719,68.1167,612.6658,2010.058,99.50227,326.451
10-7-2021-8:34:41,30.39415,67.00769,614.4142,2015.795,100.0883,328.3738
10-7-2021-8:34:42,33.78956,74.49329,616.1448,2021.472,100.3163,329.1216
10-7-2021-8:34:43,32.65779,71.99817,617.8555,2027.085,99.43715,326.2374
10-7-2021-8:34:44,33.16077,73.10706,619.5668,2032.7,101.0651,331.5785
10-7-2021-8:34:45,33.66381,74.21606,621.2743,2038.302,98.98132,324.7419
10-7-2021-8:34:46,32.53199,71.72083,622.9709,2043.868,103.1815,338.522
10-7-2021-8:34:47,33.78956,74.49329,624.6874,2049.499,100.186,328.6943
10-7-2021-8:34:48,32.78354,72.27539,626.3984,2055.113,100.5116,329.7625
10-7-2021-8:34:50,30.89719,68.1167,628.0953,2060.68,100.2837,329.0147
10-7-2021-8:34:51,34.41834,75.87952,629.7955,2066.258,99.17667,325.3828
10-7-2021-8:34:52,32.78354,72.27539,631.6014,2072.183,100.7721,330.6171
10-7-2021-8:34:53,26.62145,58.69031,633.8453,2079.545,180.2502,591.3719
10-7-2021-8:34:54,25.99267,57.30408,635.9083,2086.313,120.3404,394.8177
10-7-2021-8:34:55,33.53807,73.93884,637.9668,2093.067,121.8707,399.8384
10-7-2021-8:34:56,32.15475,70.88916,640.0292,2099.833,122.0986,400.5861
10-7-2021-8:34:57,27.75327,61.18555,642.0775,2106.553,121.8056,399.6247
10-7-2021-8:34:58,30.77144,67.83948,644.116,2113.241,121.1219,397.3814
10-7-2021-8:34:59,30.89719,68.1167,646.1852,2120.03,120.4381,395.1382
10-7-2021-8:35:00,30.89719,68.1167,648.3615,2127.17,121.0242,397.061
10-7-2021-8:35:01,28.38206,62.57178,650.4567,2134.044,121.2847,397.9156
10-7-2021-8:35:02,28.38206,62.57178,652.5023,2140.755,123.5638,405.3932
10-7-2021-8:35:03,30.39415,67.00769,654.541,2147.444,121.2195,397.7019
10-7-2021-8:35:04,31.52597,69.50293,656.5893,2154.164,121.0893,397.2746
10-7-2021-8:35:05,29.13659,64.23523,658.6365,2160.881,120.1125,394.0699
10-7-2021-8:35:06,29.38808,64.78967,660.6802,2167.586,122.5871,402.1885
10-7-2021-8:35:07,29.63962,65.34424,662.733,2174.321,119.6567,392.5744
10-7-2021-8:35:08,30.77144,67.83948,665.0003,2181.76,176.8965,580.3692
10-7-2021-8:35:09,32.15475,70.88916,667.0554,2188.502,120.3404,394.8177
10-7-2021-8:35:10,30.89719,68.1167,669.1093,2195.24,119.7544,392.8949
10-7-2021-8:35:11,28.25626,62.29443,671.1633,2201.979,119.8846,393.3222
10-7-2021-8:35:12,31.52597,69.50293,673.2375,2208.785,120.1125,394.0699
10-7-2021-8:35:13,29.38808,64.78967,675.2886,2215.514,120.373,394.9245
10-7-2021-8:35:14,30.14266,66.45325,677.355,2222.293,120.6335,395.7791
10-7-2021-8:35:15,30.64564,67.56213,679.4047,2229.018,121.7731,399.5179
10-7-2021-8:35:16,30.64564,67.56213,681.4548,2235.744,121.3498,398.1292
10-7-2021-8:35:17,27.37598,60.35376,683.507,2242.477,123.6615,405.7136
10-7-2021-8:35:18,28.75929,63.40344,685.6844,2249.621,120.9591,396.8474
10-7-2021-8:35:19,29.76537,65.62146,687.7291,2256.329,120.373,394.9245
10-7-2021-8:35:20,28.88504,63.68066,689.7773,2263.049,122.9127,403.2567
10-7-2021-8:35:21,29.89112,65.89868,691.8484,2269.844,119.6892,392.6812
10-7-2021-8:35:22,29.38808,64.78967,693.9022,2276.582,119.2008,391.0789
10-7-2021-8:35:24,32.02901,70.61194,695.9591,2283.33,120.08,393.9631
10-7-2021-8:35:25,31.52597,69.50293,698.0313,2290.129,120.8614,396.5269
10-7-2021-8:35:26,32.02901,70.61194,700.0754,2296.835,121.1544,397.4883
10-7-2021-8:35:27,27.12449,59.79932,702.3017,2304.139,183.8969,603.3361
10-7-2021-8:35:28,29.76537,65.62146,704.3741,2310.939,121.187,397.5951
10-7-2021-8:35:29,31.52597,69.50293,706.4302,2317.685,121.3498,398.1292
10-7-2021-8:35:30,29.63962,65.34424,708.4777,2324.402,121.4475,398.4497
10-7-2021-8:35:31,28.75929,63.40344,710.5184,2331.097,121.48,398.5565
10-7-2021-8:35:32,28.75929,63.40344,712.5693,2337.826,120.8939,396.6337
10-7-2021-8:35:33,30.39415,67.00769,714.6396,2344.618,123.0103,403.5772
10-7-2021-8:35:34,27.25024,60.07654,716.6898,2351.344,122.3591,401.4407
10-7-2021-8:35:35,30.77144,67.83948,718.7677,2358.162,121.9359,400.052
10-7-2021-8:35:36,29.63962,65.34424,720.826,2364.915,123.108,403.8976
10-7-2021-8:35:37,34.92138,76.98853,722.8807,2371.656,124.8662,409.6661
10-7-2021-8:35:38,35.42442,78.09753,725.0568,2378.795,122.1312,400.693
10-7-2021-8:35:39,31.27443,68.94836,727.1395,2385.628,121.2847,397.9156
10-7-2021-8:35:40,36.0532,79.48376,729.2231,2392.464,121.7405,399.4111
10-7-2021-8:35:41,34.0411,75.04785,731.2792,2399.21,124.3453,407.9569
10-7-2021-8:35:42,31.52597,69.50293,733.7234,2407.229,172.501,565.9481
10-7-2021-8:35:43,28.88504,63.68066,735.7738,2413.956,123.5313,405.2863
10-7-2021-8:35:44,30.14266,66.45325,737.8156,2420.655,123.5313,405.2863
10-7-2021-8:35:45,31.65172,69.78015,739.8587,2427.358,123.3685,404.7522
10-7-2021-8:35:46,27.75327,61.18555,741.9051,2434.072,120.3079,394.7109
10-7-2021-8:35:47,32.65779,71.99817,743.9775,2440.871,120.5358,395.4586
10-7-2021-8:35:48,29.38808,64.78967,746.0277,2447.597,119.7869,393.0017
10-7-2021-8:35:49,29.76537,65.62146,748.0809,2454.333,119.7218,392.7881
10-7-2021-8:35:50,28.38206,62.57178,750.1259,2461.043,119.6567,392.5744
10-7-2021-8:35:51,26.99869,59.52197,752.1679,2467.742,119.7544,392.8949
10-7-2021-8:35:53,31.40023,69.22571,754.3325,2474.844,120.0148,393.7495
10-7-2021-8:35:54,28.5078,62.849,756.3811,2481.565,120.6986,395.9928
10-7-2021-8:35:55,40.58048,89.46472,758.0517,2487.046,94.45552,309.8934
10-7-2021-8:35:56,27.25024,60.07654,759.701,2492.458,97.54868,320.0416
10-7-2021-8:35:57,34.16685,75.32507,761.3478,2497.86,96.99518,318.2256
10-7-2021-8:35:58,33.28658,73.3844,763.007,2503.304,97.7766,320.7894
10-7-2021-8:35:59,33.16077,73.10706,764.652,2508.701,96.53934,316.7301
10-7-2021-8:36:00,31.14868,68.67114,766.0505,2513.289,90.09253,295.5792
10-7-2021-8:36:01,35.29867,77.82031,767.116,2516.785,61.66796,202.3227
10-7-2021-8:36:02,39.44866,86.96948,768.1473,2520.168,60.39814,198.1566
10-7-2021-8:36:03,33.78956,74.49329,769.3379,2524.074,72.31496,237.2538
10-7-2021-8:36:04,36.55624,80.59277,770.5361,2528.006,71.30561,233.9423
10-7-2021-8:36:05,38.44258,84.75146,771.6241,2531.575,63.39362,207.9843
10-7-2021-8:36:06,38.94563,85.86047,772.4167,2534.176,46.26725,151.7954
10-7-2021-8:36:07,33.16077,73.10706,773.193,2536.722,46.29981,151.9023
10-7-2021-8:36:08,37.18502,81.979,773.9655,2539.257,45.16022,148.1635
10-7-2021-8:36:09,41.46076,91.4054,774.5898,2541.305,33.53643,110.0277
10-7-2021-8:36:10,40.58048,89.46472,775.0801,2542.914,28.91296,94.8588
10-7-2021-8:36:11,42.84407,94.45508,775.4608,2544.163,22.62895,74.24197
10-7-2021-8:36:12,41.33501,91.12817,775.7631,2545.154,20.90329,68.58035
10-7-2021-8:36:13,53.0304,116.9121,775.7634,2545.155,0,0
10-7-2021-8:36:14,53.53344,118.0211,775.7635,2545.156,3.26E-02,1.07E-01
10-7-2021-8:36:15,51.52129,113.5851,775.7639,2545.157,3.26E-02,1.07E-01
10-7-2021-8:36:16,50.76676,111.9216,775.7639,2545.157,0,0
10-7-2021-8:36:17,50.76676,111.9216,775.7639,2545.157,0,0
10-7-2021-8:36:18,51.01825,112.4761,775.7639,2545.157,0,0
10-7-2021-8:36:19,50.76676,111.9216,775.7639,2545.157,0,0
10-7-2021-8:36:20,49.76068,109.7036,775.7652,2545.161,9.77E-02,3.20E-01
10-7-2021-8:36:21,51.77283,114.1396,775.7652,2545.161,-3.26E-02,-1.07E-01
10-7-2021-8:36:22,54.6652,120.5162,775.7646,2545.16,-3.26E-02,-1.07E-01
10-7-2021-8:36:23,56.55155,124.6749,775.575,2544.537,-7.195681,-23.60788
10-7-2021-8:36:24,95.28472,210.067,775.1159,2543.031,-28.19665,-92.50869
10-7-2021-8:36:25,79.69083,175.6884,774.6962,2541.654,-25.1686,-82.57416
10-7-2021-8:36:26,71.01362,156.5583,774.3638,2540.563,-19.50323,-63.98696
10-7-2021-8:36:27,80.19387,176.7974,774.1114,2539.736,-14.97744,-49.13857
10-7-2021-8:36:28,80.82265,178.1836,773.8369,2538.835,-16.57286,-54.37289
10-7-2021-8:36:29,74.53482,164.3213,773.5482,2537.888,-16.99613,-55.76159
10-7-2021-8:36:30,79.3136,174.8567,773.2741,2536.989,-16.08446,-52.77055
10-7-2021-8:36:31,78.30752,172.6387,772.9797,2536.023,-16.96357,-55.65477
10-7-2021-8:36:33,79.3136,174.8567,772.6036,2534.789,-23.50806,-77.12618
10-7-2021-8:36:34,78.43327,172.9159,772.2984,2533.787,-18.16828,-59.60722
10-7-2021-8:36:35,77.04996,169.8662,772.0162,2532.862,-16.08446,-52.77055
10-7-2021-8:36:36,79.1878,174.5793,771.7216,2531.895,-17.45197,-57.25711
10-7-2021-8:36:37,77.42719,170.6979,771.6385,2531.623,1.172147,3.845627
10-7-2021-8:36:38,55.04249,121.348,771.6388,2531.623,3.26E-02,1.07E-01
10-7-2021-8:36:39,57.80917,127.4475,771.6388,2531.623,0,0
10-7-2021-8:36:40,56.04857,123.566,771.6388,2531.623,0,0
10-7-2021-8:36:41,56.30006,124.1205,771.6388,2531.623,0,0
10-7-2021-8:36:42,56.04857,123.566,771.6388,2531.623,0,0
10-7-2021-8:36:43,55.16824,121.6252,771.6388,2531.623,0,0
10-7-2021-8:36:44,54.6652,120.5162,771.6388,2531.623,0,0
10-7-2021-8:36:45,54.91675,121.0708,771.6391,2531.624,0,0
10-7-2021-8:36:46,50.26372,110.8126,771.6518,2531.666,2.28E-01,7.48E-01
10-7-2021-8:36:47,40.83197,90.01917,771.8306,2532.253,9.312057,30.55137
10-7-2021-8:36:48,41.33501,91.12817,772.334,2533.904,27.41522,89.94494
10-7-2021-8:36:49,31.27443,68.94836,773.2861,2537.028,71.27306,233.8355
10-7-2021-8:36:50,38.56833,85.02869,774.1453,2539.847,49.71857,163.1187
10-7-2021-8:36:51,41.46076,91.4054,774.9889,2542.615,51.1512,167.8189
10-7-2021-8:36:52,37.56231,82.81079,775.594,2544.6,38.06222,124.8761
10-7-2021-8:36:53,44.98196,99.16833,775.8713,2545.51,14.42392,47.32257
10-7-2021-8:36:54,38.56833,85.02869,776.2506,2546.754,22.56383,74.02832
10-7-2021-8:36:55,39.07137,86.1377,776.6536,2548.076,23.4755,77.01936
10-7-2021-8:36:56,40.32894,88.91016,777.0567,2549.399,23.76854,77.98077
10-7-2021-8:36:57,41.08347,90.57361,777.4757,2550.773,24.94069,81.82639
10-7-2021-8:36:58,40.95772,90.29639,777.8792,2552.097,23.34526,76.59206
10-7-2021-8:36:59,41.08347,90.57361,778.2902,2553.446,25.4942,83.64239
10-7-2021-8:37:01,30.26841,66.73047,778.6844,2554.739,21.09865,69.22128
10-7-2021-8:37:02,35.29867,77.82031,779.0507,2555.941,20.93585,68.68716
10-7-2021-8:37:03,13.91999,30.68835,779.308,2556.785,13.64249,44.75882
10-7-2021-8:37:04,15.4291,34.01538,779.3894,2557.052,4.656029,15.27568
10-7-2021-8:37:05,11.78215,25.97522,779.4968,2557.404,7.488718,24.56928
10-7-2021-8:37:06,12.03364,26.52966,779.6342,2557.855,8.302709,27.23986
10-7-2021-8:37:07,9.392765,20.70752,779.6802,2558.006,9.77E-02,3.20E-01
10-7-2021-8:37:08,11.53061,25.42065,779.6802,2558.006,0,0
10-7-2021-8:37:09,11.27911,24.86621,779.6802,2558.006,0,0
10-7-2021-8:37:10,10.90182,24.03442,779.6802,2558.006,0,0
10-7-2021-8:37:11,11.27911,24.86621,779.5991,2557.74,-5.697938,-18.69402
10-7-2021-8:37:12,28.75929,63.40344,779.2421,2556.568,-20.83817,-68.36671
10-7-2021-8:37:13,31.27443,68.94836,778.7192,2554.853,-30.50838,-100.0931
10-7-2021-8:37:14,70.00754,154.3403,778.2397,2553.28,-29.62928,-97.20891
10-7-2021-8:37:15,90.12865,198.6998,777.7943,2551.818,-25.657,-84.1765
10-7-2021-8:37:16,65.60606,144.6367,777.3338,2550.308,-26.82914,-88.02213
10-7-2021-8:37:17,79.1878,174.5793,776.8715,2548.791,-28.22921,-92.61551
10-7-2021-8:37:18,63.84546,140.7552,776.8787,2548.815,0,0
10-7-2021-8:37:19,55.54553,122.457,776.8787,2548.815,0,0
10-7-2021-8:37:20,55.67128,122.7343,776.8131,2548.599,-1.95E-01,-6.41E-01
10-7-2021-8:37:21,82.83475,182.6195,776.6367,2548.021,-8.758544,-28.73538
10-7-2021-8:37:22,75.91814,167.371,776.4839,2547.52,-8.953901,-29.37632
10-7-2021-8:37:23,79.3136,174.8567,776.3553,2547.098,-13.44713,-44.11789
10-7-2021-8:37:24,70.63632,155.7266,776.3553,2547.098,0,0
10-7-2021-8:37:25,61.95911,136.5966,776.363,2547.123,0,0
10-7-2021-8:37:26,56.30006,124.1205,776.3632,2547.123,0,0
10-7-2021-8:37:27,53.91067,118.8528,776.3708,2547.148,0,0
10-7-2021-8:37:28,36.68198,80.87,776.7542,2548.406,21.00097,68.90082
10-7-2021-8:37:29,37.93955,83.64246,777.5764,2551.104,46.75565,153.3978
10-7-2021-8:37:30,40.45468,89.18738,778.3637,2553.687,55.64443,182.5605
10-7-2021-8:37:31,25.36389,55.91785,778.7346,2554.904,25.20116,82.68098
10-7-2021-8:37:33,36.93353,81.42456,778.9094,2555.477,10.32141,33.86288
10-7-2021-8:37:34,23.35174,51.48181,779.1308,2556.203,12.63314,41.44731
10-7-2021-8:37:35,11.27911,24.86621,779.388,2557.047,15.30303,50.2068
10-7-2021-8:37:36,11.78215,25.97522,779.4439,2557.231,5.176983,16.98485
10-7-2021-8:37:37,13.54276,29.85669,779.4439,2557.231,0,0
10-7-2021-8:37:38,13.54276,29.85669,779.4439,2557.231,0,0
10-7-2021-8:37:39,13.54276,29.85669,779.457,2557.273,1.432624,4.700211
10-7-2021-8:37:40,10.02155,22.09375,779.6192,2557.806,8.921342,29.26949
10-7-2021-8:37:41,10.02155,22.09375,779.8124,2558.439,13.60993,44.652
10-7-2021-8:37:42,6.374596,14.05359,779.9901,2559.022,10.8098,35.46523
10-7-2021-8:37:43,7.129124,15.71704,780.1575,2559.572,9.800452,32.15371
10-7-2021-8:37:44,4.613992,10.17212,780.3458,2560.19,12.24242,40.16544
10-7-2021-8:37:45,8.41E-01,1.854736,780.6489,2561.184,18.85203,61.8505
10-7-2021-8:37:46,2.09886,4.627197,780.7273,2561.441,3.58E-01,1.175053
10-7-2021-8:37:47,2.350351,5.181641,780.8068,2561.702,2.28E-01,7.48E-01
10-7-2021-8:37:48,5.117029,11.28113,780.8065,2561.701,0,0
10-7-2021-8:37:49,12.78817,28.19312,780.5474,2560.851,-19.43811,-63.77331
10-7-2021-8:37:50,15.93209,35.12427,780.0734,2559.296,-30.50838,-100.0931
10-7-2021-8:37:51,21.46539,47.32312,779.5179,2557.474,-32.39684,-106.2889
10-7-2021-8:37:52,27.87902,61.46277,778.9709,2555.679,-31.55029,-103.5115
10-7-2021-8:37:53,52.27587,115.2487,778.4457,2553.956,-29.56415,-96.99525
10-7-2021-8:37:54,59.31823,130.7744,778.0333,2552.603,-30.83398,-101.1614
10-7-2021-8:37:55,74.40908,164.0441,777.9695,2552.393,-2.083817,-6.83667
10-7-2021-8:37:56,53.28189,117.4666,777.9695,2552.393,0,0
10-7-2021-8:37:57,50.76676,111.9216,777.9695,2552.393,0,0
10-7-2021-8:37:58,51.64709,113.8624,777.9695,2552.393,0,0
10-7-2021-8:37:59,51.64709,113.8624,777.9695,2552.393,0,0
10-7-2021-8:38:01,49.50919,109.1492,778.0308,2552.594,2.76757,9.079952
10-7-2021-8:38:02,43.97589,96.95032,778.2067,2553.171,5.795616,19.01449
10-7-2021-8:38:03,40.45468,89.18738,778.6953,2554.775,28.91296,94.8588
10-7-2021-8:38:04,29.51388,65.06702,779.1989,2556.427,29.72695,97.52937
10-7-2021-8:38:05,9.015473,19.87573,779.4868,2557.371,17.32173,56.82982
10-7-2021-8:38:06,11.15337,24.58899,779.6775,2557.997,11.00516,36.10616
10-7-2021-8:38:07,6.123049,13.49902,780.0101,2559.088,18.20084,59.71404
10-7-2021-8:38:08,6.751832,14.88525,780.3257,2560.124,18.88459,61.95732
10-7-2021-8:38:09,3.859463,8.508667,780.6554,2561.205,19.6009,64.30743
10-7-2021-8:38:10,2.476152,5.458984,781.0594,2562.531,26.04771,85.45837
10-7-2021-8:38:11,2.224605,4.904419,781.455,2563.829,23.14991,75.95113
10-7-2021-8:38:12,1.973114,4.349976,781.5991,2564.302,5.665378,18.5872
10-7-2021-8:38:13,2.350351,5.181641,781.608,2564.331,0,0
10-7-2021-8:38:14,6.751832,14.88525,781.4205,2563.716,-12.76338,-41.8746
10-7-2021-8:38:15,8.638237,19.04407,781.0822,2562.605,-27.77337,-91.11999
10-7-2021-8:38:16,13.79425,30.41113,780.6152,2561.073,-29.40136,-96.46114
10-7-2021-8:38:17,19.83059,43.71899,780.0793,2559.315,-32.00613,-105.007
10-7-2021-8:38:18,23.72903,52.3136,779.5494,2557.577,-31.61541,-103.7251
10-7-2021-8:38:19,25.48963,56.19507,778.9658,2555.662,-34.12251,-111.9505
10-7-2021-8:38:20,56.67735,124.9523,778.3672,2553.698,-34.2853,-112.4846
10-7-2021-8:38:21,53.65918,118.2983,778.0206,2552.561,-15.07512,-49.45904
10-7-2021-8:38:22,48.25163,106.3767,778.0206,2552.561,0,0
10-7-2021-8:38:23,50.13797,110.5354,778.0206,2552.561,0,0
10-7-2021-8:38:24,52.15007,114.9713,778.0206,2552.561,0,0
10-7-2021-8:38:25,53.0304,116.9121,778.0206,2552.561,0,0
10-7-2021-8:38:26,53.15614,117.1893,778.0206,2552.561,0,0
10-7-2021-8:38:27,51.89858,114.4169,778.0206,2552.561,0,0
10-7-2021-8:38:28,52.65311,116.0803,778.0206,2552.561,0,0
10-7-2021-8:38:29,52.65311,116.0803,778.0206,2552.561,0,0
10-7-2021-8:38:30,51.77283,114.1396,778.0206,2552.561,0,0
10-7-2021-8:38:31,51.39554,113.3079,778.0206,2552.561,0,0
10-7-2021-8:38:32,51.39554,113.3079,778.0206,2552.561,0,0
10-7-2021-8:38:33,52.15007,114.9713,778.0206,2552.561,0,0
10-7-2021-8:38:34,52.40162,115.5259,778.0206,2552.561,0,0
10-7-2021-8:38:35,51.39554,113.3079,778.0206,2552.561,0,0
10-7-2021-8:38:37,51.64709,113.8624,778.0206,2552.561,0,0
10-7-2021-8:38:38,51.26979,113.0306,778.0206,2552.561,0,0
10-7-2021-8:38:39,51.64709,113.8624,778.0206,2552.561,0,0
10-7-2021-8:38:40,51.64709,113.8624,778.0206,2552.561,0,0
10-7-2021-8:38:41,51.89858,114.4169,778.0206,2552.561,0,0
10-7-2021-8:38:42,51.89858,114.4169,778.0206,2552.561,0,0
10-7-2021-8:38:43,51.77283,114.1396,778.0206,2552.561,0,0
10-7-2021-8:38:44,51.64709,113.8624,778.0206,2552.561,0,0
10-7-2021-8:38:45,51.14405,112.7534,778.0206,2552.561,0,0
10-7-2021-8:38:46,51.14405,112.7534,778.0206,2552.561,0,0
10-7-2021-8:38:47,51.14405,112.7534,778.0206,2552.561,0,0
10-7-2021-8:38:48,51.39554,113.3079,778.0206,2552.561,0,0
10-7-2021-8:38:49,51.89858,114.4169,778.0206,2552.561,0,0
10-7-2021-8:38:50,51.89858,114.4169,778.0206,2552.561,0,0
10-7-2021-8:38:51,51.77283,114.1396,778.0206,2552.561,0,0
10-7-2021-8:38:52,51.14405,112.7534,778.0206,2552.561,0,0
10-7-2021-8:38:53,38.1911,84.19702,778.3843,2553.754,31.55029,103.5115
10-7-2021-8:38:54,14.29728,31.52014,779.6951,2558.055,85.69698,281.1581
10-7-2021-8:38:55,16.68667,36.78784,780.2772,2559.964,1.562863,5.127502
10-7-2021-8:38:56,14.54878,32.07458,780.2772,2559.964,0,0
10-7-2021-8:38:57,19.32755,42.60999,780.0549,2559.235,-19.95906,-65.48248
10-7-2021-8:38:58,22.21997,48.98669,779.6284,2557.836,-26.69891,-87.59484
10-7-2021-8:38:59,27.12449,59.79932,779.1031,2556.113,-29.72695,-97.52937
10-7-2021-8:39:00,32.90929,72.55261,778.6179,2554.521,-28.48969,-93.4701
10-7-2021-8:39:01,63.97126,141.0326,778.1358,2552.939,-28.81528,-94.53833
10-7-2021-8:39:02,92.89533,204.7993,777.6697,2551.41,-27.6757,-90.79953
10-7-2021-8:39:03,68.24699,150.459,777.3338,2550.308,-25.10349,-82.36051
10-7-2021-8:39:04,51.26979,113.0306,777.9877,2552.453,37.80174,124.0215
10-7-2021-8:39:05,26.99869,59.52197,779.4903,2557.383,116.3356,381.6785
10-7-2021-8:39:06,7.16E-01,1.577515,779.9697,2558.956,2.60E-01,8.55E-01
10-7-2021-8:39:07,13.79425,30.41113,779.9694,2558.955,0,0
10-7-2021-8:39:08,10.52459,23.20276,779.9694,2558.955,0,0
10-7-2021-8:39:09,10.52459,23.20276,779.9694,2558.955,0,0
10-7-2021-8:39:10,14.54878,32.07458,779.7459,2558.221,-13.80529,-45.29294
10-7-2021-8:39:11,26.62145,58.69031,779.2543,2556.608,-29.23856,-95.92702
10-7-2021-8:39:12,32.53199,71.72083,778.6559,2554.646,-35.55513,-116.6507
10-7-2021-8:39:13,63.71971,140.478,778.1068,2552.844,-33.11316,-108.639
10-7-2021-8:39:14,95.41046,210.3442,777.5706,2551.085,-31.51773,-103.4046
10-7-2021-8:39:15,73.52875,162.1033,777.0402,2549.344,-29.88975,-98.06348
10-7-2021-8:39:17,77.04996,169.8662,776.6196,2547.965,-30.99678,-101.6955
